Item_Outlet_Sales,Item_Outlet_Sales_Pred
346.8909113568683,1413.20701703418
2116.885299375312,1731.288764419849
2792.948515531382,2855.342226317754
3026.224760749181,2643.5540259095546
1825.4817182252107,1655.725616534021
1510.7772154461761,1015.8519934672395
3506.885884130172,4064.230869776695
2723.229487961744,2520.872856828913
781.3095238419768,3023.8827809568247
1531.9057052949465,1402.8954857942695
3936.439986604133,3629.3201430914623
452.8082765798124,1073.126811881414
1596.6267717558649,1173.457284544004
1602.4006878141654,1529.920101765215
1065.5654389812455,1346.9468768884055
1712.0894308112918,1865.082687034729
1954.1490453477552,1866.853415145449
1853.7285519435748,1938.376419832494
745.2381887506406,2961.9170887164314
2822.0121983369627,2660.4873512653694
-87.58359391604144,-810.5329848247362
3403.975817271077,3180.1443401744605
296.8536879719865,593.2978531901747
1704.8453018714542,1431.5001160572851
304.6523303644612,319.67810369600716
1901.548072610488,1687.3259979753843
839.2477840393155,357.63985559374976
718.3871996973961,657.4296692243846
67.52796772705011,-388.1663248867934
3940.919449828855,3873.1756654607616
3772.9448138761436,3611.342496026266
430.78205482689964,1229.3447382736551
216.90218885262027,324.20186220679375
1636.501876585063,1522.0252619740131
3730.7161296365525,3244.285068587725
1560.6625321371182,1335.3428725811948
3951.1893072508337,3592.8959820802424
3878.904365711006,4018.6069798702474
1074.0991954780147,1273.134501743038
796.7573695798587,381.36943596127867
3137.6728742627315,2668.35171918576
2111.255335123656,2279.125103819263
2511.391105082062,2965.790918136484
4195.075361195377,3756.222564232935
3210.826431393877,3132.6532540801663
2778.47689389326,2770.5257077744436
2757.319834642661,3334.035996496913
3157.438228058494,2712.133545030616
1816.6013921676865,1741.2767101054562
3878.904365711006,3897.901026653643
3531.183206147961,3210.177109497202
1782.0154963251218,1619.2985689047503
3604.1539032568817,3690.72342161643
2391.423491777826,1922.403713376221
822.179705423193,501.542006217923
1306.2863487074185,967.6196467052459
3012.670100002041,2682.322985233861
1079.0536182355315,729.0396187047495
1909.0500548918296,1724.2217468110564
1742.310662468072,2710.6515905011165
2481.31198941044,3080.7759959386813
2986.09771493393,3504.036938363274
2400.523002505796,2208.683604184552
2414.736770802414,2498.7635142115178
5919.447828935327,5389.832038219717
3896.7847651935604,4019.898214795963
331.98354421286035,1156.2082267891094
1389.2410688619138,1432.0306041969
1004.5318349316929,486.61795059727524
1001.2763401393596,1074.4590317660968
770.345987777602,105.25832266375699
1892.4485618825174,1360.0433094936202
1704.8453018714542,1779.0911491317831
2375.818044463548,2875.6304425951894
3871.4023834296636,3827.0746355367
3250.3960332292518,2551.7788781332592
1822.1730164211301,1875.8344837054497
2654.1327729332465,2450.935383615373
335.8600862859218,866.7441229321903
666.4231700233423,1184.8559796647517
703.6246471360829,2332.7711678051282
3108.6091914571502,2665.9179421576064
3828.108126859488,3576.8095890151963
1690.1359068135373,1387.0354232487132
1435.6309701505506,1300.001653143472
2652.3977194134327,2125.7855155292973
4333.612526923056,4174.557883219988
1619.1924267404934,1477.6845395431096
2962.9785613054414,2384.2036777852036
4310.982107432033,4031.2656519931516
1346.5204480930468,878.2569450697033
3763.78683163969,3003.6530862750087
1735.0375091901785,2563.124988725908
2049.712956593988,1872.7155195414603
1629.5322372282828,1505.1958637347238
1167.1613527454792,1825.9087960458537
3824.1244611521215,3420.1861041849656
3203.5823024540387,2837.7084517796065
3762.5288986978444,3570.172771091782
1742.310662468072,2506.9148587409036
1636.2440232435586,1725.7782602581797
1630.8014154536484,2362.9009526661093
2996.8588032587945,2264.1251047349197
3247.997334305131,2889.1009477102407
3328.1138543111133,2994.092001424657
3326.305456349233,3495.5788602335338
227.5972824485544,-62.9223582733423
1841.5861084191688,1898.1783934667712
930.982627057011,670.5001077422611
715.154004449946,1094.4043623739367
461.4918414174662,1927.5054198824996
3576.2422711548616,3071.385167614287
3933.417467547513,3980.697826846332
-14.36390793254086,-316.4364584219081
1663.995420561321,1421.8863384963436
1840.7066296054386,1732.7965648057548
1129.0232225762504,830.5818647029927
1588.9050117229403,1317.3813543835136
3232.032694298519,3520.559260743241
3222.998961413913,2873.55262621138
2986.09771493393,3438.988098555438
725.6146923956802,276.95928173246466
2785.188679908536,2770.960482169168
3842.5797484976097,3851.7516134087978
1643.7460055249005,1887.1339105084285
2708.120273819589,3229.9274376809753
2242.2773597256974,2166.589526499806
5751.654672324059,4913.996802686466
2414.9946241439184,2342.9428901137953
1582.6160561348727,1650.7027082729057
3204.8704505668456,2660.1741830573364
875.8134491262387,434.49982341703856
312.8057240183592,512.1250259414887
723.4564742557909,284.3329617306281
3538.6851884293037,2839.6388874792683
3042.0109564371123,3441.4868172969673
3748.0572770597223,3561.9719257510096
1157.6816943906426,592.3912207701304
2910.629372793805,2859.278528769293
2776.34702252207,2278.7977916147647
595.5845965258641,1850.6707648894715
2015.7977163448666,1853.4863002265333
1431.7988304800824,1268.2198345952809
847.3080237149197,513.4921302165876
696.5481188501442,1129.3691277988264
1735.0375091901785,2456.910232674287
1689.4061758096914,2088.005291727938
1726.1001464322842,1500.4123042162528
2721.631959515116,2181.0052753250275
2730.731470243086,2706.266706774675
3904.5446008164063,3636.449066239308
370.8373207980029,1594.4612389834363
361.59033575021584,1101.105003560388
3871.4023834296636,3916.906720356338
3940.919449828855,3861.1986587206234
1628.7784066872287,1665.4410254767872
3933.417467547513,3983.9565734031644
647.6122755819594,2156.2565008239826
2364.026419962488,2214.9874251691576
3471.186001847434,3157.7704814620474
1592.5563137269778,1760.7105233604075
3162.75588017292,2658.441115395365
1332.0822377615646,1192.8207612412723
-59.85278181541233,-344.52156979989377
1750.3788710706485,1483.1915488021855
247.0128581169308,175.10146432961346
488.9710750162686,1524.7239660442317
2829.049659389632,2834.77784528554
1885.5477667198595,1995.9551148887756
1543.20633266439,1183.9254377411703
3171.909849696616,2958.993575108181
3943.941968885476,3575.651834189468
1837.232809652344,1790.5594579591982
451.8951348877817,1727.9237499716505
1885.8056200613642,1833.4508244035067
2414.9946241439184,2500.9707519522635
1424.2365951195136,1370.3531502350675
1755.2645127620347,1699.003826848112
2956.6782901436573,3201.532886165862
1616.9408819648288,2334.7451695522877
1983.2127281533365,2016.6953958030301
822.179705423193,620.1776841655774
2831.5290023375865,3002.6580598246237
247.31637203804425,476.58351651820544
2672.7936267048754,2663.4596294527973
3257.728991169809,2812.210565403283
932.8829918553964,900.5424409553457
3134.485587425542,2795.1111564838884
1418.1747706778226,1196.1453995742602
300.03532506050294,723.5703028994938
3259.2376906157174,3055.6742783751724
2793.8164171859694,3340.2651830532277
999.6259809376908,732.8176787659887
2986.09771493393,3494.7232801962436
1748.5158202227994,1885.7336257074514
323.260514384769,670.3824314460269
3530.925352806457,3504.85501185137
822.179705423193,421.9311880540357
610.0643035840809,2724.868769612784
5083.60524844127,4174.276154570733
1644.0038588664047,1786.775686007099
1417.7467281400834,2156.24880456578
1058.0634566999038,1036.9116880559654
1930.3048994526598,1797.126597529645
1952.5515169011264,1855.5771415509107
3641.7562553756175,4407.858721207508
3881.908732104564,3404.60540817371
1205.0712963972894,1351.8287031195127
3810.0221293785175,3690.6603106242446
1083.9594722295333,445.11497599318875
1315.8515957993868,1909.6233384644963
2730.731470243086,2610.5882442597685
461.167128699647,1362.555630729366
1824.1051365961264,1485.6784102725735
2972.527270844587,3517.206713343973
5584.6823275501965,4857.637966781591
175.06858272719586,-87.9123051897584
1380.3994114754478,823.2684340319788
3356.6206498469464,3169.711606054835
2573.608150370358,3234.1821756819763
1799.1034585531988,1633.538545423497
2910.629372793805,2914.3892998242045
793.9446612824254,863.2410442314218
1459.362054159384,2272.5543715462336
2896.467294656355,3363.6906886771726
1815.261717062562,1402.199150372018
2839.59322196581,2442.693260184419
3897.042618535064,3877.0822369597645
5145.439655057555,4387.212688294667
2022.936994564673,2798.3741065331565
335.5565723648084,837.1294772805468
304.6523303644612,346.92698902931556
3164.4078674152747,2730.7286444976808
1954.1490453477552,1696.4589049195613
2841.7905111068108,2621.9715737184315
1633.0143715635966,1195.6172542575289
1836.031074525476,2571.638811406736
1418.2557490455897,1295.8685718863057
3724.3491258283943,3671.0561396992825
1577.4177752710232,1780.0294365239006
2346.085444626325,1982.197032744965
1826.235007967317,1618.1166906480385
1065.3075856397413,1183.3822355432098
2195.654258982894,2865.8307767960296
4972.63653605245,4362.4667013051385
461.4918414174662,1882.6517488005684
1421.8781078710626,1304.447903495876
737.9696979159839,445.551149469572
3943.941968885476,3541.1384590716148
1712.347284152796,1472.6409955062354
3888.702049953153,4075.3411167977156
1459.0585402382706,2241.336617352375
2665.643539749028,2125.6077057998446
-97.73487036133785,-965.4857505307907
-99.8254931663974,-655.8328368470579
932.1015741445343,736.8264167895104
3273.9671655953434,3113.8508133028845
3266.207329972497,3236.2245978458077
219.73267959612824,207.0201053060357
747.2726494264259,2752.4720233587277
3668.206750820741,3308.238722164554
1234.5150847163561,1929.8777072606435
2604.720717928437,2918.7459799712947
3896.7847651935604,3697.1360957662237
3779.7910006075813,3318.448671496125
1865.5838329917408,1718.6986599262873
3716.847143547052,3442.632844285382
2726.003619864167,2480.6057322703837
3766.555907478429,3685.5186457407026
1321.5280866898968,1260.032570879681
2504.117951804169,3034.5765367193762
3933.417467547513,4110.735563297087
2893.395377058179,2650.6548093439724
1398.8281346013268,912.2391562171063
413.59331732893463,978.7225705342855
3202.896727831236,3450.7116115698072
1922.802917171318,1582.9997994299779
4217.24168830588,4085.6080647441377
3164.1500140737708,2888.4100377705395
2405.895113415948,2023.4274185282216
2234.7753774443554,2319.220644625951
510.1181863046192,1631.7732372267776
1357.9782532911936,1021.596610624501
3716.421132901643,3435.580723081699
753.2779091614797,513.601448659833
3254.0253176139367,3764.9350302395524
336.9550797084318,253.8648019190025
1904.1644132004435,1765.2113279077278
3117.4039109390287,3230.208326536048
3463.1032866070277,3256.6823200107156
3546.622711568976,3789.459007909251
3897.042618535064,3758.052446807672
71.25723035863227,-35.44317709336826
1636.501876585063,1586.6843484923531
2751.376259651072,2812.070038668168
2661.6347552145885,2375.5901835331497
315.6831554354076,745.6432332321074
3907.1423523916797,3695.7184147425687
2345.897909115421,2327.17771912384
596.4531708360837,2391.1252750030076
1799.1034585531988,1464.2173719527282
733.2947676438849,1345.77850126144
733.1166746770219,623.780574643309
1961.3931742875925,2116.373333521879
5554.627227105979,4815.885044304335
5889.995893452475,5208.066313586561
2839.59322196581,2433.1169107397945
1731.194828787921,2192.896596789785
513.8395890753128,2112.9065377465477
3067.0746420593146,2669.397297467982
1353.6662083003494,1246.0613531756117
3171.909849696616,2795.1814752214614
1528.2833464694738,1285.743024023922
1868.2001735816968,1474.4339014783106
651.3336783526529,2758.123915500354
3266.465183314001,2901.0966785411847
1777.074025965205,1709.28123898814
3454.6861681110045,3461.8306531978606
1920.8011463189637,1888.3119306130036
3730.7161296365525,3306.4417310241024
2722.97163462024,2456.8116824480294
421.5512917459597,1670.0154171303006
1457.584494148305,1412.8605473263376
197.39973308702068,-16.447182851578418
3863.8790390597387,4024.81960821508
5911.945846653985,5347.682642191508
2511.391105082062,2972.232308223236
573.0010671645817,1743.850741388429
3904.5446008164063,3896.4282159608874
3940.6615964873513,4315.496562731067
1065.5654389812455,874.9476026113856
1647.2593536587378,1275.7069952651254
413.7018404237192,1669.4515465225932
3871.4023834296636,3830.71593147401
2474.6556194784475,3056.3884529276156
1314.8796499760072,2060.020251504327
3318.8034740678904,3596.122220563593
363.5641675201094,1443.8512184591136
2785.188679908536,2707.026167270573
3316.8361959921253,3197.772874806835
2584.28381967834,2247.681970010178
1048.3649727453974,960.5440122883598
3579.791403056823,4139.472226430691
3193.3819198471056,2673.1365738272652
3210.826431393877,3098.3121746983343
3881.97711656668,3182.354440183475
4310.982107432033,4091.6949294601204
2331.4262874772985,2172.8307203760232
1733.6511313355315,1804.3424853481913
3333.609714545433,2587.918343198029
1297.8787723378414,1224.6622645049654
2776.34702252207,2116.658857161304
1459.362054159384,2138.8674187054885
1547.4239831242749,2323.1035969133322
2715.6222561009313,3200.6137149404267
222.77805066747703,-16.727357194855585
311.9261753927091,65.8954244685433
1083.0428170075531,812.6808122425422
686.4523396208447,2197.4862721342997
2172.629516537709,1830.8549384733165
3101.6395521003697,2643.433851866144
347.19442527798174,1394.3122200783728
3762.997619474351,3997.32411710307
2824.0270200562445,3009.7842263029897
1530.5662229680966,1263.09396508298
3240.4953520237896,2836.158570250089
3824.49375101664,3642.8375280297414
733.1166746770219,636.9505089923496
3309.592067052287,3145.5508785790184
2674.743050476998,2282.8318617887635
3972.8148356165834,3569.9042358300057
1360.7580862359687,1167.1853925190867
2654.1327729332465,2281.4274231038444
3124.177911763661,3507.9048414908
3068.576159234234,2672.947838584553
777.8479700589438,200.40262865631098
1910.6828234476666,1816.4358952393802
1892.7418481115046,1487.0402911476583
3226.3410178189033,3290.086139988402
2364.508126442132,3045.667728512106
3232.032694298519,3321.753711423371
3146.5398774063115,3368.25411578875
2511.087591160949,2986.9212905835375
1908.7922015503257,1871.8324874367956
1961.6510276290967,1861.0989766286282
5584.6823275501965,4954.160156415348
1952.5515169011264,1600.2238369558356
1486.599174331981,1299.0242722000835
831.8399058444243,672.2918471190467
416.50217029421736,1208.0243722846137
437.9884941504374,1108.8944368976522
1901.548072610488,1917.747921092398
3375.6270812374028,3925.4197247907027
3642.059769296732,4373.579352548657
2391.423491777826,1935.0342027936142
335.5565723648084,839.8428504782698
1499.8010092103596,1614.7247337808408
932.8829918553964,805.2304806806043
1329.8497901850724,2033.0828595723242
323.260514384769,858.7480470198238
493.01716805795235,1456.6917610079422
252.3848422048323,94.06607730409132
1832.4513575819904,1616.3585728660294
2721.631959515116,2008.537671035365
2910.629372793805,2741.9759300812702
2233.1778489977273,1779.8126272173395
659.4535306665621,1169.4131997675845
3197.368468285504,2915.191958242918
1582.6160561348727,1507.9412206499078
1031.99298630889,723.8189935710917
2125.9848101032817,1930.1042455435288
1768.5400003701404,1941.3999805697047
1438.5177026127258,1205.6197751137804
1065.3075856397413,1327.386759914342
1118.5723851432,1852.382109495522
285.527837023962,-16.416001537397733
2225.6758667163854,1608.262209056238
718.6019591718965,2683.200484539432
1418.1747706778226,1196.3600964034888
3330.7968452339514,3857.128378240028
878.7218307346169,1205.2230308404016
2398.393131134606,1916.236423035247
5076.103266159928,4278.715634265526
3226.056538412386,2652.4611965381664
1643.2505691242984,1544.165805772141
2338.395926834078,2043.9446069005246
1892.5543126005994,1980.8496297726397
2687.007395001493,2695.5380888166314
1058.0634566999038,1189.8003537164507
499.96563106485564,2063.467578843067
1821.5594528873535,2621.2881541588076
3986.9834233042175,3926.4714462921957
1689.4061758096914,2478.7944856016993
2832.6235826090297,2457.2086407870274
2792.690662189878,2867.010752055072
3897.042618535064,3764.444572515123
839.2477840393155,369.19628699467717
293.65372284741363,715.164481695442
4780.751863431918,4202.493853867638
4413.413667335649,4237.806647177362
3020.172082283383,2953.500852271821
3108.6091914571502,2722.3231728425244
3906.988051121281,3051.6919289202597
3835.0777662162677,3592.323422263781
770.345987777602,304.98668539986454
1712.347284152796,1348.7735358216885
2839.59322196581,2443.2082632061865
1704.8453018714542,1724.2949239775332
2683.9497454809343,2634.1328964000186
3225.0630549417383,3474.767475090718
762.1803574826034,358.0461890798192
3641.7562553756175,4364.1508693121905
3973.005651691057,3242.0014791226454
1742.0071485469587,2337.4734985825376
-87.28007999492797,-957.678916171463
1572.8692729448294,1561.5343576279486
1892.4485618825174,1324.7204715522867
666.7266839444558,1150.8148563626062
1894.320579912204,1930.3896254557005
2790.886465856081,2175.306856320653
1704.58744852995,1777.2951238035996
5925.820796324226,5653.926878988677
1952.3073142974372,1710.7644495285867
602.7911503061873,2656.058163454275
2573.608150370358,3163.1374180485063
3204.8704505668456,2741.0670200325594
1961.6510276290967,2132.027100510003
3162.810338968646,2411.349055872283
3394.946817151981,3194.3334780086957
-87.58359391604144,-896.2361689151888
5918.8511569674465,5519.256964668793
1313.78833098876,1210.5492198830127
1822.1730164211301,1735.5361741626593
2118.2249744804362,2349.747743614528
370.8373207980029,1332.0346805341464
1704.8453018714542,1753.258477347381
3816.9917687352972,3587.5932435783798
748.5847925475175,524.3661577161488
3011.0862222932265,2606.4459468793634
2529.154315669165,2303.2934212607533
3724.6069791698983,3528.1557944383144
1854.4594918849268,1692.8536327808768
1704.58744852995,1705.3292968798214
609.7607896629676,2482.271954092884
1828.5290922441336,2563.7104249806453
3309.592067052287,3097.121865382789
723.4564742557909,268.50189498608495
3717.104996888556,3289.9797993796897
3318.8034740678904,3566.4406996755297
3197.6284073361144,2893.3922045362897
3612.6078338138786,4228.0156696283175
2785.4465332500395,2485.347532754038
3585.329894863731,3176.960831237441
815.210066066413,454.1921980481238
1645.8669097142538,1333.3511216996421
2244.893700315653,2124.153599152724
2709.776678466949,2006.2092622893308
331.414807539799,236.6808195373585
3020.4299356248866,2666.313350880495
763.9346058150842,545.8432413844977
1575.114073853531,1641.7787975312385
721.6601385501764,2421.706382374172
323.5640283058825,849.61147478051
2784.878158958856,2153.4616646713275
3612.3043198927653,4255.328411904444
3011.330424896917,2411.1993298873426
1049.5222033661958,944.2294617564003
1627.402365857093,1228.9935306429759
5273.549385743522,4570.104211976801
2769.3773831652893,2278.005752182835
1643.2505691242984,1500.7841752538636
1697.61780917317,1597.4720544519964
3210.826431393877,3113.044979984512
339.03194132267015,997.0545937039724
2371.284391986556,2955.3965755080253
1838.332160146116,1983.8399864720038
3215.699150308902,3679.7366103964514
831.5820525029202,925.8773839699012
3724.6069791698983,3296.2274392725076
1712.0894308112918,1816.0292629301214
1822.0942711963892,1740.566976775013
1881.9530358611846,1685.0489054678612
3095.311152386777,2698.4540704650553
2407.492641862576,2468.1016416970556
3738.218111917895,3335.1212384892515
1947.1794059909748,1824.603778109407
3958.6912895321757,3640.067960925212
3311.8338347111103,3344.8737062184546
3995.066138544625,3829.2352451798215
993.7743578580178,668.1305129730515
5911.945846653985,5159.058136550734
3049.2841097150063,3524.725834935656
2674.743050476998,2674.7797064487995
930.982627057011,657.8216981039652
1885.5477667198595,2037.8926828365738
3012.670100002041,2963.5903717258625
1938.0798952630048,1511.2624421527382
1953.8911920062505,2031.1154160581812
2173.368180208105,1792.9771612963143
1050.8550584977609,1636.7199766605268
3689.31986585008,3402.265108869817
1952.5515169011264,1602.5663226370684
2969.461731443456,2665.777528197257
1396.7430511432556,1506.964242574044
3078.0442785994733,3457.115747126675
2037.3594168691066,1633.9617896778364
4972.63653605245,4383.764697802068
2008.5362314833096,1939.0582478970207
1697.61780917317,1727.463737727164
2602.67183317594,3037.849446325017
1292.2756330864258,1456.3194390957262
3492.9712374610613,4009.4922768045326
3020.4299356248866,2761.8001094090782
-87.58359391604144,-820.5263646681932
414.0053543448326,1672.4155797710105
2799.98597658405,2494.912838797304
3092.107479532178,3561.198526595366
3020.4299356248866,2592.2361799803366
2400.592085049411,2524.7451275105295
4310.982107432033,4084.3952988516176
1559.5548107519169,2367.4231476161285
1856.484322263771,1446.9233805454262
1242.6197330777347,984.1941559312818
748.5847925475175,537.2713646819001
2698.745329334513,3222.2407695720995
672.2787803832576,2315.4278649943262
1575.3719271950354,1380.703379654508
3330.7968452339514,3744.386405639958
743.3134620574363,431.9462288128833
1839.9533398633325,1476.221836362157
2972.0780720334114,2592.120055899619
3642.059769296732,4421.234447903644
733.5982815649983,1394.6933064867405
3852.9956636759107,3651.431618915641
1865.325979650237,1978.940491229827
1241.4847240731362,2038.54288881632
3717.104996888556,3182.3042539104904
846.7497663206572,336.6370819753108
2846.031433399486,3368.979266816633
591.7943178417229,1906.4143893942762
1513.599129168687,1439.9974011759816
3203.5823024540387,2700.0086555345742
2573.608150370358,3077.405999202979
257.46764848334067,531.1052506677011
1488.8607752630319,1247.8096372761363
3001.1417548389927,2664.7557833424644
2722.97163462024,2595.6483079932023
3240.1479675409623,3047.934034219589
2778.219040551756,2814.7610534690284
2407.492641862576,2363.0766221622616
1961.6510276290967,2059.886399488204
3012.670100002041,2909.6486301546556
1628.5205533457247,1510.9899687732213
1396.7430511432556,1528.6332054862955
2407.492641862576,2308.859325615435
2964.35085486299,2931.8423166179055
2723.229487961744,2370.4182618752425
3779.7910006075813,3496.6674397299003
2716.349818221542,2426.3991830656614
3099.50968072918,2446.875662218464
-87.58359391604144,-782.7040865111986
